Dose_Gy,Pseudo Other_P,Pseudo Oral Cav_,Pseudo Midline_P,PTV2 edit_P,PTV2_P,PTV1 edit_P,PTV1_P,Lt Par edit_P,Body_P,Annulus High_P,Annulus Low_P,BS + 5mm_P,Optic Chiasm_P,R Optic Nerve_P,L Optic Nerve_P,R Lens_P,L Lens_P,L Orbit_P,R Orbit_P,R Parotid_P,L Parotid_P,Brain Stem_P,Spinal Cord_P,CTV54_P,GTV+ 10MM_P,GTV_P,CTV65_P,Pseudo Post_P,Rt Par edit_P,SC + 3mm_P,SC + 5mm_P,Pseudo PTV1_P,Pseudo PTV2_P,Artifact Dental_,ArtifactContrast,Dose 6175[cGy]_P,Dose 5130[cGy]_P,PseudoPostBrain_,Dummy_P
41.015,100.0,48.777,63.9393,100.0,98.7442,100.0,98.7545,48.07,16.9916,77.4611,48.6121,33.1671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8892,69.0498,33.809,25.3978,99.986,100.0,100.0,99.9344,13.8668,23.2215,27.3233,28.5902,100.0,100.0,77.9956,67.5609,100.0,99.9104,2.07639,100.0
41.08,100.0,48.4732,62.9679,100.0,98.7373,100.0,98.7513,47.8724,16.9329,77.4181,48.3487,33.0309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8127,68.9312,33.6619,24.508,99.9857,100.0,100.0,99.9338,13.5123,23.1168,26.5637,27.8945,100.0,100.0,77.8867,67.5273,100.0,99.9092,2.03665,100.0
41.145,100.0,48.1618,61.9852,100.0,98.7298,100.0,98.7481,47.656,16.8745,77.3737,48.0857,32.8888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7354,68.8015,33.5027,23.6444,99.9853,100.0,100.0,99.9332,13.1631,23.0115,25.8159,27.2098,100.0,100.0,77.7728,67.4929,100.0,99.908,1.99407,100.0
41.21,100.0,47.8558,60.9847,100.0,98.7224,100.0,98.7449,47.45,16.8157,77.3291,47.8201,32.7457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6606,68.6783,33.3519,22.7121,99.985,100.0,100.0,99.9326,12.8178,22.9094,25.0461,26.5186,100.0,100.0,77.6589,67.4576,100.0,99.9067,1.95702,100.0
41.275,100.0,47.5485,59.9551,100.0,98.7151,100.0,98.7417,47.2451,16.7574,77.2839,47.5536,32.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5709,68.5558,33.1971,21.8622,99.9847,100.0,100.0,99.932,12.4796,22.7869,24.3272,25.8564,100.0,100.0,77.5408,67.4217,100.0,99.9055,1.92009,100.0
41.34,100.0,47.2297,58.9256,100.0,98.7078,100.0,98.7384,47.0531,16.7013,77.2386,47.2861,32.4604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4884,68.4405,33.054,21.0652,99.9844,100.0,100.0,99.9314,12.1412,22.6742,23.6422,25.2217,100.0,100.0,77.4087,67.3852,100.0,99.9043,1.8825,100.0
41.405,100.0,46.9249,57.9199,100.0,98.7005,100.0,98.7351,46.8593,16.6441,77.193,47.0167,32.3248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4046,68.3238,32.9127,20.2939,99.9841,100.0,100.0,99.9309,11.8119,22.5605,22.9626,24.5894,100.0,100.0,77.2811,67.3483,100.0,99.9031,1.84432,100.0
41.47,100.0,46.6168,56.9014,100.0,98.6931,100.0,98.7317,46.6557,16.5867,77.147,46.7444,32.1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3242,68.2016,32.7657,19.4956,99.9838,100.0,100.0,99.9303,11.4905,22.452,22.2723,23.9573,100.0,100.0,77.1561,67.3109,100.0,99.9019,1.8074,100.0
41.535,100.0,46.3033,55.9001,100.0,98.6858,100.0,98.728,46.4591,16.5295,77.0999,46.4738,32.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2421,68.0837,32.6057,18.7532,99.9834,100.0,100.0,99.9297,11.169,22.3406,21.6205,23.3582,100.0,100.0,77.0374,67.2731,100.0,99.9007,1.76957,100.0
41.6,100.0,45.9827,54.8852,100.0,98.6784,100.0,98.7247,46.2625,16.4731,77.0529,46.205,31.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1673,67.9659,32.4509,18.0247,99.9831,100.0,100.0,99.9291,10.8546,22.2385,20.9663,22.7634,100.0,100.0,76.9241,67.2351,100.0,99.8994,1.73199,100.0
41.665,100.0,45.6602,53.8631,100.0,98.6711,100.0,98.7214,46.0491,16.4152,77.0056,45.9332,31.7663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0873,67.8384,32.2893,17.3226,99.9828,100.0,100.0,99.9285,10.5323,22.1294,20.3288,22.1792,100.0,100.0,76.8162,67.1966,100.0,99.8982,1.69678,100.0
41.73,100.0,45.3377,52.8498,100.0,98.6637,100.0,98.718,45.841,16.3591,76.9583,45.6615,31.6312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0026,67.7138,32.1287,16.6047,99.9825,100.0,100.0,99.9279,10.2076,22.014,19.6705,21.5773,100.0,100.0,76.7044,67.1577,100.0,99.8968,1.66292,100.0
41.795,100.0,45.0222,51.8735,100.0,98.6562,100.0,98.7146,45.6473,16.3034,76.9096,45.3913,31.4916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9241,67.5974,31.9684,15.9111,99.9821,100.0,100.0,99.9272,9.89942,21.9074,19.0251,20.9862,100.0,100.0,76.5956,67.1187,100.0,99.8952,1.62964,100.0
41.86,100.0,44.7145,50.8942,100.0,98.6487,100.0,98.7111,45.4525,16.2486,76.8617,45.1179,31.3542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8483,67.4802,31.8104,15.226,99.9818,100.0,100.0,99.9266,9.60355,21.8047,18.3907,20.4033,100.0,100.0,76.4926,67.0794,100.0,99.8937,1.59636,100.0
41.925,100.0,44.4022,49.9185,100.0,98.6411,100.0,98.7077,45.2552,16.1928,76.8134,44.8438,31.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7763,67.3617,31.647,14.5811,99.9814,100.0,100.0,99.926,9.32071,21.7068,17.7975,19.8398,100.0,100.0,76.3842,67.0397,100.0,99.892,1.56334,100.0
41.99,100.0,44.0877,48.978,100.0,98.6334,100.0,98.7043,45.0518,16.1376,76.7643,44.5731,31.0816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7018,67.2398,31.4835,13.9541,99.9811,100.0,100.0,99.9254,9.03766,21.6051,17.2154,19.2844,100.0,100.0,76.2775,66.9996,100.0,99.8904,1.52718,100.0
42.055,100.0,43.7758,48.0342,100.0,98.6257,100.0,98.7011,44.8523,16.0833,76.7151,44.3004,30.9416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6246,67.1202,31.3107,13.3433,99.9807,100.0,100.0,99.9248,8.76008,21.5008,16.6429,18.7466,100.0,100.0,76.1711,66.9593,100.0,99.8889,1.49113,100.0
42.12,100.0,43.4571,47.1004,100.0,98.6179,100.0,98.6978,44.6571,16.0291,76.6648,44.0246,30.8035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5479,67.0033,31.1406,12.7606,99.9804,100.0,100.0,99.9241,8.49073,21.3981,16.0825,18.2151,100.0,100.0,76.0537,66.9189,100.0,99.8873,1.45557,100.0
42.185,100.0,43.1398,46.1661,100.0,98.6101,100.0,98.6945,44.4467,15.975,76.6142,43.7489,30.6617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4663,66.8769,30.963,12.2347,99.98,100.0,100.0,99.9235,8.22384,21.2883,15.5514,17.7066,100.0,100.0,75.9294,66.8781,100.0,99.8858,1.4223,100.0
42.25,100.0,42.8199,45.2475,100.0,98.6021,100.0,98.6909,44.2412,15.9223,76.5637,43.4734,30.5127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.386,66.7539,30.7783,11.7501,99.9796,100.0,100.0,99.9229,7.95846,21.1801,15.0615,17.2352,100.0,100.0,75.7888,66.8372,100.0,99.8842,1.39061,100.0
42.315,100.0,42.5104,44.3183,100.0,98.5942,100.0,98.6875,44.0313,15.8698,76.5134,43.1985,30.3638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3007,66.6281,30.5989,11.3004,99.9793,100.0,100.0,99.9222,7.69912,21.0654,14.6036,16.7813,100.0,100.0,75.6663,66.796,100.0,99.8826,1.35928,100.0
42.38,100.0,42.2028,43.3978,100.0,98.5862,100.0,98.6841,43.8194,15.8178,76.4624,42.9246,30.2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2243,66.5015,30.4116,10.9192,99.9789,100.0,100.0,99.9216,7.44648,20.9636,14.1825,16.3493,100.0,100.0,75.5536,66.7547,100.0,99.881,1.33011,100.0
42.445,100.0,41.89,42.5,100.0,98.5782,100.0,98.6807,43.6166,15.7663,76.4109,42.6507,30.0529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1498,66.3804,30.2265,10.557,99.9785,100.0,100.0,99.9209,7.19029,20.8648,13.7771,15.9285,100.0,100.0,75.4471,66.7132,100.0,99.8793,1.30104,100.0
42.51,100.0,41.5763,41.5813,100.0,98.5702,100.0,98.6773,43.4217,15.7152,76.3597,42.3742,29.9003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0746,66.2637,30.0278,10.2146,99.9781,100.0,100.0,99.9202,6.93817,20.7652,13.3904,15.5133,100.0,100.0,75.3374,66.6715,100.0,99.8777,1.27135,100.0
42.575,100.0,41.2584,40.6794,100.0,98.5621,100.0,98.6739,43.229,15.6634,76.3078,42.0983,29.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0011,66.1481,29.83,9.89057,99.9778,100.0,100.0,99.9196,6.68862,20.6674,13.0288,15.1164,100.0,100.0,75.2352,66.6296,100.0,99.8762,1.23916,100.0
42.64,100.0,40.9342,39.7736,100.0,98.5539,100.0,98.6705,43.0364,15.6116,76.2564,41.8225,29.5952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9306,66.0328,29.6314,9.6001,99.9774,100.0,100.0,99.9189,6.44036,20.5738,12.6834,14.7384,100.0,100.0,75.1303,66.5873,100.0,99.8747,1.20794,100.0
42.705,100.0,40.6168,38.8781,100.0,98.5456,100.0,98.6671,42.8363,15.5599,76.2032,41.5466,29.4407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8597,65.9131,29.4251,9.30395,99.977,100.0,100.0,99.9183,6.19542,20.4798,12.3526,14.3675,100.0,100.0,75.0239,66.5446,100.0,99.8731,1.1745,100.0
42.77,100.0,40.3007,37.9928,100.0,98.5373,100.0,98.6637,42.6252,15.5087,76.1502,41.2718,29.2831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7886,65.7864,29.2104,9.04119,99.9766,100.0,100.0,99.9176,5.95668,20.3851,12.0452,14.0118,100.0,100.0,74.9137,66.5015,100.0,99.8716,1.14362,100.0
42.835,100.0,39.9762,37.094,100.0,98.5289,100.0,98.6601,42.4256,15.4581,76.0959,40.9947,29.1234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7179,65.6665,28.9907,8.77782,99.9762,100.0,100.0,99.9169,5.71447,20.2909,11.7439,13.6715,100.0,100.0,74.7975,66.4582,100.0,99.8698,1.11563,100.0
42.9,100.0,39.6616,36.2275,100.0,98.5205,100.0,98.6564,42.2305,15.4081,76.0421,40.7179,28.9555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6476,65.5494,28.7527,8.53163,99.9758,100.0,100.0,99.9162,5.47743,20.1974,11.4421,13.3454,100.0,100.0,74.6839,66.4146,100.0,99.8681,1.08831,100.0
42.965,100.0,39.3529,35.3751,100.0,98.5121,100.0,98.6527,42.0433,15.3589,75.9882,40.4419,28.7847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5624,65.437,28.518,8.29091,99.9753,100.0,100.0,99.9155,5.25072,20.0833,11.1495,13.0253,100.0,100.0,74.5711,66.3707,100.0,99.8663,1.06145,100.0
43.03,100.0,39.0351,34.5376,100.0,98.5036,100.0,98.6491,41.8533,15.3097,75.9327,40.1659,28.6045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4649,65.3227,28.2616,8.04446,99.9749,100.0,100.0,99.9149,5.03598,19.951,10.8589,12.7089,100.0,100.0,74.4569,66.3266,100.0,99.8645,1.03516,100.0
43.095,100.0,38.7221,33.702,100.0,98.495,100.0,98.6455,41.648,15.2604,75.8765,39.8892,28.4289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3877,65.1991,28.0145,7.79528,99.9745,100.0,100.0,99.9142,4.82868,19.8464,10.5727,12.395,100.0,100.0,74.3444,66.2821,100.0,99.8628,1.00601,100.0
43.16,100.0,38.4148,32.8725,100.0,98.4864,100.0,98.6419,41.4493,15.2114,75.8204,39.6131,28.2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3126,65.0795,27.7683,7.54114,99.9741,100.0,100.0,99.9135,4.6277,19.7448,10.3024,12.0954,100.0,100.0,74.2335,66.2372,100.0,99.861,0.977692,100.0
43.225,100.0,38.1113,32.0389,100.0,98.4777,100.0,98.6383,41.2519,15.1629,75.7635,39.3364,28.0766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2395,64.9609,27.5079,7.29877,99.9736,100.0,100.0,99.9128,4.43259,19.6455,10.0373,11.8006,100.0,100.0,74.1103,66.1918,100.0,99.8593,0.95112,100.0
43.29,100.0,37.8043,31.2277,100.0,98.469,100.0,98.6348,41.0492,15.1144,75.706,39.0608,27.8907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.169,64.8387,27.2292,7.07066,99.9732,100.0,100.0,99.9121,4.23947,19.55,9.77539,11.5161,100.0,100.0,73.9991,66.1454,100.0,99.8577,0.925022,100.0
43.355,100.0,37.4933,30.4408,100.0,98.4601,100.0,98.6312,40.8564,15.0654,75.6491,38.7845,27.7035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1002,64.7224,26.9442,6.8454,99.9728,100.0,100.0,99.9114,4.05131,19.4572,9.51876,11.2302,100.0,100.0,73.8743,66.099,100.0,99.856,0.89728,100.0
43.42,100.0,37.1828,29.6547,100.0,98.4512,100.0,98.6277,40.654,15.0165,75.5902,38.5095,27.5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0321,64.6005,26.6485,6.61463,99.9723,100.0,100.0,99.9107,3.87233,19.3653,9.26557,10.959,100.0,100.0,73.761,66.0521,100.0,99.8543,0.871883,100.0
43.485,100.0,36.877,28.8822,100.0,98.4422,100.0,98.6241,40.4508,14.969,75.5315,38.2341,27.3117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9609,64.4777,26.3514,6.39233,99.9718,100.0,100.0,99.9099,3.70102,19.269,9.01552,10.6908,100.0,100.0,73.655,66.0045,100.0,99.8526,0.84693,100.0
43.55,100.0,36.5563,28.1455,100.0,98.4332,100.0,98.6206,40.2585,14.9215,75.4712,37.9618,27.1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8867,64.362,26.0521,6.18167,99.9714,100.0,100.0,99.9092,3.54046,19.1682,8.76937,10.4279,100.0,100.0,73.5425,65.9567,100.0,99.8509,0.821585,100.0
43.615,100.0,36.2343,27.4157,100.0,98.4242,100.0,98.617,40.0712,14.8744,75.4099,37.6894,26.9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7997,64.2494,25.7421,5.96346,99.9709,100.0,100.0,99.9085,3.38778,19.0501,8.51067,10.1617,100.0,100.0,73.4368,65.9077,100.0,99.8492,0.798012,100.0
43.68,100.0,35.9204,26.7016,100.0,98.4152,100.0,98.6133,39.8834,14.8269,75.3491,37.4125,26.6891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7204,64.1367,25.4007,5.73557,99.9704,100.0,100.0,99.9078,3.2358,18.9425,8.24839,9.88965,100.0,100.0,73.3295,65.8586,100.0,99.8474,0.772604,100.0
43.745,100.0,35.6103,25.9853,100.0,98.4061,100.0,98.6097,39.6958,14.7808,75.2881,37.1377,26.4731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6415,64.0239,25.0607,5.49752,99.97,100.0,100.0,99.9071,3.09621,18.8361,7.9908,9.62518,100.0,100.0,73.2152,65.8086,100.0,99.8455,0.747441,100.0
43.81,100.0,35.3046,25.2856,100.0,98.3968,100.0,98.606,39.4914,14.7343,75.2265,36.8617,26.2694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5673,63.901,24.7436,5.24508,99.9695,100.0,100.0,99.9063,2.95867,18.7363,7.73002,9.3586,100.0,100.0,73.099,65.7586,100.0,99.8436,0.723332,100.0
43.875,100.0,34.997,24.5979,100.0,98.3874,100.0,98.6024,39.299,14.6877,75.1631,36.5851,26.0681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4926,63.7856,24.4318,4.95052,99.969,100.0,100.0,99.9056,2.82481,18.6371,7.45162,9.07448,100.0,100.0,72.9755,65.7078,100.0,99.8417,0.699178,100.0
43.94,100.0,34.6888,23.9408,100.0,98.3779,100.0,98.5986,39.1162,14.641,75.0998,36.3091,25.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4153,63.6757,24.1198,4.62187,99.9685,100.0,100.0,99.9048,2.69643,18.5344,7.16228,8.7844,100.0,100.0,72.8561,65.6574,100.0,99.8398,0.675605,100.0
44.005,100.0,34.391,23.3028,100.0,98.3682,100.0,98.595,38.916,14.5953,75.035,36.037,25.6614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3335,63.5556,23.7996,4.23392,99.9681,100.0,100.0,99.9041,2.5772,18.425,6.83539,8.4799,100.0,100.0,72.7459,65.6065,100.0,99.8379,0.65323,100.0
44.07,100.0,34.0883,22.659,100.0,98.3584,100.0,98.5913,38.7232,14.5501,74.9705,35.759,25.4668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2537,63.4404,23.4915,3.81198,99.9676,100.0,100.0,99.9033,2.47013,18.3184,6.47886,8.16472,100.0,100.0,72.6352,65.5553,100.0,99.836,0.628724,100.0
44.135,100.0,33.7995,22.036,100.0,98.3488,100.0,98.5876,38.5178,14.5059,74.9055,35.486,25.2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.181,63.317,23.1827,3.39465,99.9671,100.0,100.0,99.9026,2.36205,18.222,6.13852,7.86699,100.0,100.0,72.5302,65.503,100.0,99.834,0.605968,100.0
44.2,100.0,33.5021,21.446,100.0,98.3391,100.0,98.5839,38.3102,14.4626,74.8403,35.2144,25.0797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1091,63.1932,22.8802,2.96894,99.9666,100.0,100.0,99.9018,2.26077,18.126,5.7935,7.56601,100.0,100.0,72.4213,65.4504,100.0,99.8321,0.585165,100.0
44.265,100.0,33.2082,20.8745,100.0,98.3292,100.0,98.5798,38.1036,14.4194,74.7741,34.9437,24.8874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0395,63.0702,22.584,2.55449,99.9661,100.0,100.0,99.9011,2.15724,18.0334,5.45412,7.26666,100.0,100.0,72.3069,65.3976,100.0,99.8302,0.564327,100.0
44.33,100.0,32.9113,20.308,100.0,98.3193,100.0,98.5761,37.8983,14.3766,74.7077,34.6754,24.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9715,62.9478,22.2995,2.21179,99.9656,100.0,100.0,99.9003,2.0586,17.9433,5.14107,6.99063,100.0,100.0,72.1964,65.3434,100.0,99.8282,0.542525,100.0
44.395,100.0,32.6086,19.7616,100.0,98.3089,100.0,98.5724,37.6908,14.3342,74.6419,34.4074,24.5037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9043,62.8241,22.0079,1.88991,99.9651,100.0,100.0,99.8996,1.97163,17.8548,4.83921,6.72236,100.0,100.0,72.0877,65.2904,100.0,99.8263,0.522346,100.0
44.46,100.0,32.2994,19.2352,100.0,98.2986,100.0,98.5686,37.4933,14.2925,74.575,34.141,24.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8393,62.706,21.7096,1.60382,99.9646,100.0,100.0,99.8988,1.89458,17.768,4.55176,6.46461,100.0,100.0,71.984,65.2358,100.0,99.8244,0.502389,100.0
44.525,100.0,32.0033,18.728,100.0,98.2879,100.0,98.5647,37.2951,14.252,74.5075,33.8755,24.1142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7738,62.588,21.4007,1.37425,99.9641,100.0,100.0,99.898,1.81769,17.6815,4.28583,6.2243,100.0,100.0,71.8833,65.1826,100.0,99.8225,0.48048,100.0
44.59,100.0,31.7107,18.2329,100.0,98.2777,100.0,98.5608,37.0921,14.2096,74.44,33.6072,23.9218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7072,62.4666,21.099,1.17656,99.9635,100.0,100.0,99.8972,1.74732,17.5939,4.03199,5.99543,100.0,100.0,71.7805,65.1283,100.0,99.8205,0.459199,100.0
44.655,100.0,31.4205,17.7475,100.0,98.2674,100.0,98.5568,36.8807,14.1676,74.3703,33.3424,23.7325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6408,62.3398,20.8105,1.00078,99.963,100.0,100.0,99.8964,1.6804,17.5068,3.785,5.76773,100.0,100.0,71.6838,65.074,100.0,99.8184,0.438374,100.0
44.72,100.0,31.1268,17.2811,100.0,98.2566,100.0,98.553,36.6896,14.1267,74.3011,33.0775,23.5377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5715,62.2244,20.5251,0.845754,99.9625,100.0,100.0,99.8956,1.61506,17.4151,3.54997,5.54755,100.0,100.0,71.5697,65.0192,100.0,99.8165,0.419424,100.0
44.785,100.0,30.8311,16.8186,100.0,98.2455,100.0,98.5491,36.5001,14.0865,74.2311,32.8135,23.3486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5015,62.1108,20.2446,0.701943,99.962,100.0,100.0,99.8948,1.55508,17.3215,3.31157,5.3269,100.0,100.0,71.4535,64.9636,100.0,99.8145,0.400546,100.0
44.85,100.0,30.5248,16.3564,100.0,98.235,100.0,98.5453,36.3121,14.0466,74.1603,32.5477,23.1516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4313,61.9984,19.9539,0.576009,99.9615,100.0,100.0,99.894,1.50073,17.2272,3.08535,5.11244,100.0,100.0,71.3353,64.9059,100.0,99.8126,0.383755,100.0
44.915,100.0,30.2197,15.9177,100.0,98.2242,100.0,98.5415,36.1231,14.0077,74.0879,32.2844,22.9671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3498,61.8853,19.6724,0.475875,99.9609,100.0,100.0,99.8932,1.44827,17.1176,2.88081,4.90848,100.0,100.0,71.2146,64.8499,100.0,99.8106,0.367768,100.0
44.98,100.0,29.9331,15.484,100.0,98.2132,100.0,98.5377,35.9343,13.9687,74.0152,32.0215,22.7841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.272,61.7719,19.4024,0.38957,99.9604,100.0,100.0,99.8924,1.39751,17.0134,2.67783,4.7074,100.0,100.0,71.0991,64.7927,100.0,99.8086,0.350968,100.0
45.045,100.0,29.6487,15.0602,100.0,98.2021,100.0,98.5339,35.7431,13.9304,73.9418,31.7633,22.6008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1924,61.657,19.1219,0.320729,99.9598,100.0,100.0,99.8916,1.34815,16.907,2.50732,4.52841,100.0,100.0,70.9798,64.7365,100.0,99.8066,0.334457,100.0
45.11,100.0,29.3645,14.6436,100.0,98.1909,100.0,98.5301,35.5479,13.8913,73.8689,31.5081,22.4134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1129,61.5396,18.8335,0.257931,99.9593,100.0,100.0,99.8907,1.30235,16.8002,2.35135,4.35637,100.0,100.0,70.8707,64.6792,100.0,99.8046,0.319034,100.0
45.175,100.0,29.0731,14.2426,100.0,98.1794,100.0,98.5264,35.3425,13.852,73.7947,31.2518,22.2252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0382,61.4166,18.5526,0.199343,99.9587,100.0,100.0,99.8899,1.25927,16.701,2.20229,4.1858,100.0,100.0,70.7551,64.621,100.0,99.8026,0.303961,100.0
45.24,100.0,28.7832,13.849,100.0,98.1681,100.0,98.5224,35.1385,13.8118,73.7192,30.9961,22.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.971,61.2943,18.2716,0.153292,99.9582,100.0,100.0,99.889,1.22077,16.611,2.07039,4.03131,100.0,100.0,70.6437,64.563,100.0,99.8005,0.287449,100.0
45.305,100.0,28.486,13.4532,100.0,98.1566,100.0,98.5185,34.9504,13.7721,73.6427,30.7413,21.8532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9067,61.1812,17.9872,0.119077,99.9576,100.0,100.0,99.8882,1.18292,16.5246,1.95499,3.88758,100.0,100.0,70.5317,64.5043,100.0,99.7984,0.273075,100.0
45.37,99.9999,28.1995,13.0792,100.0,98.145,100.0,98.5145,34.7659,13.7326,73.567,30.4879,21.6705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.842,61.0702,17.7058,0.0882904,99.9571,100.0,100.0,99.8874,1.14688,16.4375,1.85032,3.75673,100.0,100.0,70.4269,64.4454,100.0,99.7963,0.259203,100.0
45.435,99.9998,27.9156,12.7196,100.0,98.1332,100.0,98.5102,34.5818,13.6935,73.4911,30.2365,21.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7762,60.9596,17.4294,0.0638236,99.9565,100.0,100.0,99.8865,1.11198,16.3492,1.74327,3.6243,100.0,100.0,70.3221,64.3865,100.0,99.7942,0.246245,100.0
45.5,99.9997,27.6325,12.3638,100.0,98.1212,100.0,98.5062,34.397,13.6556,73.4149,29.9852,21.3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7074,60.8488,17.1555,0.0450346,99.9559,100.0,100.0,99.8856,1.07975,16.2583,1.62693,3.48927,100.0,100.0,70.2226,64.3281,100.0,99.792,0.234419,100.0
45.565,99.9996,27.3582,12.0058,100.0,98.1091,100.0,98.5018,34.2118,13.6187,73.3378,29.7349,21.1204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6414,60.7376,16.8857,0.0323097,99.9553,100.0,100.0,99.8848,1.04885,16.1698,1.53066,3.37269,100.0,100.0,70.1165,64.2692,100.0,99.7896,0.222256,100.0
45.63,99.9995,27.0829,11.6666,100.0,98.0969,100.0,98.4979,34.024,13.5812,73.2602,29.4863,20.9358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5772,60.6242,16.6056,0.0246155,99.9548,100.0,100.0,99.8839,1.02094,16.0838,1.44243,3.26183,100.0,99.9999,70.0143,64.2094,100.0,99.7874,0.211072,100.0
45.695,99.9992,26.7992,11.328,100.0,98.0844,100.0,98.4942,33.8339,13.5438,73.1805,29.2389,20.7521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5113,60.5093,16.3291,0.0191419,99.9542,100.0,100.0,99.883,0.995373,15.9955,1.3593,3.15939,100.0,99.9999,69.9009,64.1494,100.0,99.7852,0.200012,100.0
45.76,99.999,26.5158,11.0006,100.0,98.0717,100.0,98.4905,33.6522,13.5072,73.0999,28.9929,20.5734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4431,60.3993,16.0572,0.0119519,99.9535,100.0,100.0,99.8821,0.969353,15.9039,1.27275,3.04856,100.0,99.9999,69.8004,64.0891,100.0,99.7831,0.188603,100.0
45.825,99.9987,26.2367,10.6785,100.0,98.0589,100.0,98.4867,33.4596,13.4712,73.0185,28.7477,20.3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3637,60.2827,15.784,0.00518331,99.9529,100.0,100.0,99.8812,0.943627,15.7966,1.20329,2.95195,100.0,99.9999,69.699,64.0302,100.0,99.7809,0.177045,100.0
