0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
13,3,4.9,5.2,5,3.7,2.8,27.8,39,41.9,40.6,40.3,38,356.2,369.4,331.7,259.8,156.7,95.3,426.1,437,387.3,295.2,172.2,103.3,435,448.8,399.7,305.9,179.1,107.6,117.7,440,454.6,99,407,312.9,184.8,23,111.2,443.4,457.5,410.9,318.2,189.1,114.1,452.2,465,420.5,329.5,199.3,122,468.9,477.8,434.8,346.8,216.8,,135.9,477.9,485,441.3,354.4,224.7,142.3,117.6,99.9,23.2
14,2.6,4.1,4.1,4,2.9,2.2,18.4,27,29.6,28.6,25.9,24.7,287.3,312.2,290,239.4,150.6,92.9,421.9,431.8,382.4,291.9,171.1,102.9,433.2,446.4,398,304.3,178.4,107.2,117.7,438.1,452.7,99,404.7,312,184.3,23.2,110.9,442.1,455.5,409.9,317.1,188.3,113.8,450.9,463.5,419,328.5,198.7,121.7,467.5,476.3,433.2,345.7,216.1,,135.6,476.5,483.6,440,353.8,223.8,142.1,117.5,99.4,23.3
15,2.2,3.4,3.3,3.4,2.5,1.7,12.8,19.6,22.1,21.5,18.7,16.5,186.1,220.2,217.7,202.9,141.5,89.7,415.3,425.1,376.2,288.3,169.4,102.1,431.3,443.9,395.7,302.6,177.5,107,117.7,436.4,450.8,99.2,402.9,311.1,183.4,23.3,110.6,440.5,454.1,409,315.8,187.7,113.6,449.5,462.1,417.5,327.5,198.2,121.4,465.9,474.9,431.8,344.8,215.4,,135.3,474.7,481.8,438.8,353.2,223.5,141.8,118.1,99.1,22.9
16,2,3,3,2.8,2,1.4,9.5,14.6,16.9,16.6,14.1,12.1,96.8,128.3,134.8,149.6,125.8,85,405.8,415.3,368.8,283.6,167.7,101.3,428.7,440.8,392.3,300.6,176.5,106.6,117.2,434.9,448.3,99.4,401.2,309.1,182.6,23.1,110.1,438.4,452.7,406.6,314.8,187.1,113.3,447.4,460.9,416.1,326.7,197.8,121,463.9,473.4,430.9,344,214.8,,135,473.1,480.3,437.7,352.5,223.2,141.5,118.1,99.2,22.6
17,1.8,2.6,2.6,2.4,1.8,1.3,7.4,11.3,13.4,13,11.1,9.2,51.1,71.8,79.8,95,100.9,77.1,389.1,399.6,357.2,277.1,165.2,100.2,425.1,437.1,388.9,298.3,175.5,106.2,116.9,432.7,446.4,99.7,399.1,307.4,182,22.9,109.7,436.5,450.3,404.5,313.9,186.4,113.1,445.7,459.4,414.9,326,197,120.7,462,471.9,428.7,343.2,214.3,,134.7,471.3,478.5,436.4,351.7,222.6,141.3,118.6,99.1,22.8
18,1.6,2.4,2.2,2.1,1.6,1.1,6,9.1,10.9,11.1,9,7.2,31.8,45.3,51.6,59,69.4,65.3,356.6,371.1,337.6,267.4,162.4,99.2,421.5,432.8,385,295.8,174.4,105.7,116.7,429.8,444.1,100.1,397.1,305.9,181.3,22.8,109.4,434.9,448.9,402.8,312.5,185.7,112.8,443.9,457.3,413.5,324.3,196.2,120.3,460.8,470,427.3,342.3,213.8,,134.4,470,476.7,434.6,350.3,221.9,141,118.3,98.9,23
19,1.4,2.2,1.9,1.9,1.4,1,5,7.5,9,9.1,7.7,5.9,21.7,31.8,37.1,40.6,44.8,49.7,292.7,318.5,303.9,253.2,158.2,97.6,417.3,427.3,380.6,293.1,173.2,105,116.7,427.3,441,99.2,394.4,304.4,179.9,22.8,109.1,432.7,446.3,401.1,310.8,184.9,112.4,441.7,455.1,411.5,322.8,195.5,119.9,459.1,468.1,426.1,341.1,213.4,,134.3,468.6,475.2,433,348.9,221.3,140.7,117.5,98.8,23.1
20,1.3,2,1.7,1.7,1.2,0.9,4.2,6.1,7.5,8,6.4,5,15.9,23.6,28.3,30.3,30.4,34.1,194.7,229.6,240.6,226.2,152.5,95.9,410.4,419.9,374.8,289.3,172,104.3,116.9,425.5,438.1,98.8,391.8,302.3,178.5,23,108.6,430.5,444.3,399,309,184.1,111.9,441,452.6,409.8,321.6,194.9,119.5,456.9,466.7,424.7,339.8,213.1,,134.3,466.2,472.7,431.5,347.5,220.8,140.5,117.5,97.8,22.8
21,1.2,1.8,1.6,1.6,1.1,0.8,3.8,5.4,6.5,6.8,5.6,4.2,12.1,18.2,22.3,24,22.7,23.2,104.4,136.5,154.7,180.8,142.6,93,400.5,410.7,367,285,170.5,103.5,116.7,423.1,435.3,98.3,388.5,300.3,178.1,23,108,428.6,441.7,396.4,307.3,183.3,111.5,438.2,450.9,407.8,320.5,194.1,119.1,455.2,464.6,422.2,338.5,212.4,,133.8,464.8,470.4,430.1,346.1,220.1,140.1,117.1,98.4,22.7
22,1.2,1.7,1.4,1.4,1,0.7,3.4,4.7,5.6,6,4.8,3.6,9.7,14.4,17.8,19.6,18,16.9,56.1,77.8,89.9,120.3,127.4,89.2,385.5,397,356.5,279.4,168.4,102.6,117,419.8,431.3,98.1,384.8,297.8,177.5,22.7,107.5,426,439.5,394.1,305.6,182.4,111,436.4,449.1,406.2,319.1,193.3,118.8,453.1,462.2,421.5,337.1,211.7,,133.3,462.3,468.7,428.5,345.1,219.4,139.7,116.7,98.3,22.7
23,1.1,1.7,1.3,1.2,1,0.6,3.2,4.2,5,5.2,4.4,3.1,8.1,11.7,14.9,16.4,14.9,13,35.1,49.2,57.9,74.3,102.5,83.3,356.5,372.1,340.2,272,166,101.8,115.9,415.7,426.8,97.8,381.4,295.1,175.6,22.8,106.9,423.8,436.4,392.6,303.8,181.4,110.5,434.1,447.1,404.5,317.7,192.6,118.4,450.9,460.5,418.9,335.7,211.1,,133,461.1,466.8,426.5,344.1,218.6,139.4,115.7,97.8,22.6
24,1.1,1.6,1.2,1.1,1,0.6,2.9,3.8,4.4,4.8,4,2.9,7.1,9.7,12.5,14.1,12.6,10.6,24.5,35.4,42.3,50,71.3,73.7,299.9,326.2,311.3,260.4,162.9,100.6,114.7,411.2,421.9,97.1,376.9,292.3,174.5,22.9,106.4,421.3,433.4,389.9,301.7,180.5,109.9,432.2,445,401.9,316.6,191.9,118,449.1,458.4,417.2,334.2,210.5,,132.8,458.4,465.1,424.2,343.1,217.7,139.1,114.7,97.1,22.6
25,1.1,1.5,1.1,1.1,0.9,0.6,2.6,3.4,4,4.4,3.7,2.7,6.3,8.4,10.9,12.3,10.8,9,18.4,26.5,32.7,37.6,47.1,59.5,209,245.3,261.2,240.9,158.7,99.2,114,404.3,415,96.2,370.7,288.4,173.1,22.7,105.8,418.4,430.8,386.6,299.8,179.4,109.4,429.8,442.4,399.9,314.2,191,117.6,446.9,456.3,414.9,332.9,209.6,,132.3,456.4,463.1,422.3,341.2,217.1,138.9,113.5,96.1,22.6
26,1.1,1.5,1,1,0.9,0.6,2.4,3.1,3.6,4,3.4,2.4,5.7,7.4,9.4,10.8,9.5,7.8,14.4,20.8,26,29.9,33,42.6,117.4,152.4,185.2,208.2,153.1,97.3,112.7,395,405.6,95.8,363.3,284.6,171.7,22.4,105,415,427.6,383,297.7,178.3,108.9,427.2,440.1,398.4,312.9,190.1,117.1,444.9,454.2,413.5,331.7,208.7,,131.6,454.3,460.5,420.8,339.9,216.6,138.7,111,94.8,22.7
27,1.1,1.5,1,1,0.8,0.5,2.4,3,3.2,3.6,3.2,2.2,5.1,6.5,8.3,9.6,8.5,6.8,11.8,16.8,21.5,24.8,25.5,29.2,63.8,88.2,112.4,157.6,144.6,95,109.5,381.9,392.7,93.9,353.7,279.9,170,22.3,104.3,411.2,423.9,379.9,295.3,177.2,108.4,425.2,437.6,396.4,311.9,189.4,116.5,443.1,451.8,411.2,330.6,208.1,,131.3,452.3,458.5,419.1,338.7,215.9,138.2,106.4,93,22.7
28,1,1.5,0.9,1,0.7,0.5,2.3,2.9,2.9,3.4,2.9,2.1,4.7,5.8,7.3,8.6,7.6,6.1,10.2,14,17.8,21,20.8,21.3,39.3,54.4,70.6,103.9,129.5,91.9,101,354.3,369.9,90.1,340.1,273.6,167.5,22.1,103.4,407.2,418.9,376.1,292.9,176.1,107.8,423,435.9,393.9,310.1,188.7,116.1,440.8,449.3,409.3,329.6,207.7,,131.1,449.9,456.1,416.8,337.4,215.2,137.6,96.5,88.7,22.4
29,0.9,1.5,0.9,1,0.7,0.4,2.2,2.7,2.7,3.2,2.8,2.1,4.3,5.3,6.6,7.9,7.1,5.5,8.9,11.9,15.3,18.1,17.5,16.4,27.8,39,49.1,67.6,107.1,87.2,83.8,301.3,326.6,83.9,315.4,263.8,165.3,22.1,102.5,402.9,413.2,371.2,290,174.9,107.1,420.7,432.9,391.8,308.6,187.8,115.6,438.4,447,407.3,327.2,206.8,,130.6,447.6,453.3,414.6,336.2,214.4,137.1,78.5,80.5,22.2
30,0.9,1.5,0.8,0.9,0.7,0.4,2.1,2.5,2.5,3.1,2.7,1.9,4,4.9,5.9,7.2,6.6,4.9,7.9,10.4,13.2,15.8,15.1,13.6,20.9,29.4,37.6,47.5,77.2,79.8,60,210.8,250.3,71.6,271.1,250.3,161.5,22,101.2,397.4,407.3,365.5,286.6,173.6,106.4,417.9,430.2,389.4,307.3,186.8,115.3,436.3,444.6,405.3,325.7,205.8,,130.1,445.1,450.9,413,334.6,213.8,136.6,55.3,67,22
31,0.9,1.5,0.8,0.9,0.7,0.4,2,2.4,2.4,3,2.5,1.7,3.8,4.5,5.4,6.7,6.2,4.5,7.3,9.1,11.6,14.2,13.3,11.6,16.8,23.2,30.1,37.2,51.5,69,34.5,120.6,156.2,51.6,199.4,226,157.8,21.8,99.8,388.9,398.7,359.4,283,172.2,105.7,416.1,428.1,386.9,305,185.8,115.1,434.2,442.5,403.2,324.4,204.8,,129.8,443.4,448.7,411.1,332.5,212.9,136.2,32.6,47.4,21.9
32,0.9,1.5,0.7,0.9,0.7,0.4,2,2.3,2.3,2.8,2.4,1.7,3.6,4.3,4.9,6.2,5.7,4.3,6.7,8.2,10.4,12.7,12,10.1,14,18.9,25,30.5,36.6,54.2,18.5,66.6,90.7,33.3,126.1,183.6,152.3,21.7,98.1,375.7,386.4,351,278.6,170.1,105,413.7,425.4,385.1,303.1,184.7,114.4,432.1,440.5,401.5,323.2,203.9,,129.6,440.8,447,409,331.3,212.1,135.9,17.7,30.1,21.7
33,0.9,1.5,0.7,0.8,0.6,0.4,1.8,2.2,2.2,2.6,2.3,1.6,3.4,4,4.7,5.9,5.4,4,6.3,7.4,9.3,11.7,11,9.1,12.2,16,21,25.9,28.5,39.2,11.5,41.7,56.9,20.2,78.6,126.8,143.7,21.6,96.5,351.5,366.9,339.1,272.7,168.5,104.2,410.2,423.2,382.9,301,183.9,113.7,429.7,438.3,399.3,321.6,203.1,,128.9,438.8,445.2,407.1,330.3,211.3,135.5,11.7,18.9,21.6
34,0.8,1.4,0.7,0.7,0.6,0.4,1.7,2.1,2.2,2.6,2.1,1.6,3.3,3.7,4.4,5.5,5,3.8,5.9,6.8,8.6,10.6,10,8,10.9,13.7,18,22.4,23.7,28,8.3,29.9,41,13.1,54,80.3,129.4,21.2,93.6,304,331.4,319.7,265.1,166.3,103.4,407.7,420.7,380,299,183.1,113,427.3,436,397.1,320.2,202.4,,128.2,436.4,442.9,405.1,328.6,210.6,135.2,8.4,12.9,20.9
35,0.8,1.3,0.7,0.7,0.6,0.4,1.6,2,2,2.5,2,1.5,3.2,3.5,4.1,5.2,4.8,3.6,5.6,6.3,7.8,9.9,9.3,7.5,9.8,12.2,15.8,19.8,20.2,21.1,6.6,23.1,31.4,9.8,41.2,55.2,106.1,20.3,90.1,223.5,263.8,285,254.5,163.4,102.4,405,418.1,377.8,297.6,182,112.4,424.8,433.6,395.3,318.1,201.5,,127.7,434.4,440.2,403.1,327.1,209.9,134.8,6.7,10,20
36,0.8,1.3,0.7,0.8,0.6,0.4,1.5,1.9,1.9,2.4,1.9,1.4,3,3.4,3.8,5,4.6,3.4,5.2,5.9,7.3,9.2,8.7,6.9,9.1,10.9,14.1,17.7,17.7,17.2,5.7,18.6,25.2,8.2,33.1,42.8,76.4,19,84.5,134.4,172.5,224.2,237.4,160.5,101.2,403.3,415.2,375.8,295.6,180.8,111.9,421.9,430.9,393.1,316.5,200.7,,127.3,431.8,437.4,401.1,325.5,209.2,134.4,5.8,8.5,18.4
37,0.7,1.4,0.7,0.8,0.6,0.4,1.5,1.8,1.8,2.2,1.9,1.2,2.9,3.2,3.5,4.7,4.3,3.3,5,5.5,6.8,8.6,8.2,6.4,8.4,9.9,12.8,16.1,15.8,14.5,5.1,15.7,20.6,7.3,27.3,34.9,52.5,16.9,76,73.3,99.7,147.3,207,157.1,99.8,400.6,412.7,372.8,293.7,179.8,111.4,419.8,428.4,391.3,315.3,199.8,,126.8,429.7,435.8,398.6,323.8,208.3,133.9,5.3,7.4,16.1
38,0.7,1.4,0.7,0.8,0.5,0.3,1.5,1.8,1.7,2.1,1.9,1.2,2.8,3.1,3.3,4.5,4.1,3.1,4.8,5.2,6.3,8.1,7.8,6,7.9,9,11.6,14.7,14.4,12.8,4.6,13.9,17.5,6.5,23.2,29.7,38.1,13.7,62.8,45.4,61.9,90.2,160.3,151.4,98.3,398,409.5,369.8,291.8,178.9,110.8,418.2,426.5,389.5,313.3,199,,126.2,427.2,433.5,396.5,322.3,207.3,133.4,5.2,6.7,13.1
39,0.7,1.4,0.6,0.7,0.5,0.3,1.5,1.7,1.7,2.1,1.8,1.2,2.8,2.9,3.2,4.3,4,3,4.5,4.9,5.9,7.7,7.3,5.7,7.4,8.3,10.7,13.6,13.3,11.5,4.1,12.7,15.2,5.9,20.1,25.7,30.3,10.3,46.5,32.4,44.2,60.7,109.2,142.9,96.8,395,405.8,367.1,289.7,177.8,110.2,415.9,424.1,386.6,311.5,198.3,,125.8,425.6,430.7,394.5,320.9,206.5,132.7,4.6,6.2,10.1
40,0.7,1.4,0.7,0.7,0.5,0.2,1.4,1.7,1.6,1.9,1.7,1.2,2.7,2.8,3.1,4.1,3.9,3,4.3,4.7,5.5,7.2,6.9,5.4,7.1,7.7,9.8,12.6,12.3,10.4,3.9,11.6,13.7,5.5,17.8,22.8,25.4,7.5,33.1,25.1,33.9,45.5,71.8,130.5,94.7,392.3,402.7,364.2,287.5,176.8,109.6,413.4,421.8,384.9,310,197.6,,125.5,423.5,428.8,392.7,318.8,205.7,132,4.4,5.7,7.4
41,0.7,1.4,0.7,0.7,0.5,0.2,1.3,1.7,1.5,1.8,1.6,1.1,2.6,2.7,3,3.8,3.7,2.9,4.2,4.5,5.2,6.9,6.6,5.2,6.7,7.1,9.1,11.8,11.5,9.6,3.8,10.7,12.3,4.8,15.8,20.5,22.1,5.5,24.9,20.5,27.1,36.5,52.1,109.6,91.5,388.9,399.5,361,285.3,175.6,109,411,419.5,382.9,308.7,196.7,,125,420.8,426.4,390.9,317.4,204.8,131.6,4.3,5.3,5.6
42,0.8,1.3,0.7,0.8,0.4,0.2,1.3,1.7,1.4,1.8,1.5,1.1,2.5,2.7,2.8,3.6,3.6,2.7,4.2,4.3,4.9,6.5,6.3,4.9,6.3,6.6,8.5,11,10.7,8.9,3.5,10.1,11.3,4.6,14.3,18.8,19.4,4.4,20,17.5,22.5,30.5,41.2,80.8,87,385.3,395.9,357.6,282.5,174.5,108.4,408.6,417.4,380.5,307.5,195.7,,124.4,418.8,423.6,388.7,316.1,203.8,131.3,4,5.1,4.6
43,0.8,1.2,0.7,0.7,0.4,0.2,1.3,1.7,1.4,1.7,1.5,1.1,2.4,2.6,2.7,3.4,3.4,2.6,3.9,4.1,4.6,6.2,6.1,4.8,6,6.3,8,10.4,10.2,8.4,3.2,9.6,10.3,4.6,13.1,17.2,17.7,4,16.9,15.6,19.3,25.9,34.5,55.8,80.6,382.1,390.8,354.3,280.4,173.3,107.8,406.2,415.1,378.6,306.2,194.7,,123.9,416.7,421.8,386.5,314.8,203.2,130.9,4,4.9,3.8
44,0.8,1.3,0.7,0.6,0.4,0.2,1.3,1.7,1.4,1.6,1.4,1,2.4,2.5,2.7,3.3,3.2,2.5,3.8,3.9,4.4,5.9,5.9,4.6,5.8,6.1,7.5,9.8,9.7,7.9,3,9.1,9.6,4.3,12.1,16,16.2,3.6,15,14,16.6,22.4,29.7,40.6,70.4,378.1,387.3,350,277.2,171.5,107,404,412.6,376.6,304.9,193.6,,123.4,414,419.5,384.3,313.3,202.7,130.4,3.7,4.8,3.4
45,0.8,1.3,0.6,0.6,0.4,0.2,1.2,1.6,1.3,1.5,1.5,0.9,2.3,2.5,2.5,3.3,3.1,2.5,3.7,3.8,4.3,5.7,5.6,4.5,5.6,5.8,7.1,9.3,9.3,7.5,2.9,8.5,8.9,3.9,11.2,14.8,15.2,3.3,13.4,12.9,15,19.8,26.2,32.4,56.7,372.9,381.5,345.2,274.8,170.2,106.2,402,410.2,374.4,302.6,192.7,,123,411.9,417.1,382.3,311.7,201.6,129.9,3.7,4.5,3.2
46,0.7,1.3,0.4,0.6,0.4,0.2,1.1,1.5,1.3,1.5,1.5,1,2.2,2.4,2.3,3.2,3,2.4,3.6,3.7,4.1,5.4,5.3,4.3,5.5,5.6,6.7,8.8,8.8,7.2,2.7,8.1,8.4,3.8,10.4,13.9,14.2,2.9,12.5,12.1,13.5,17.8,23.6,27.4,42.2,365.5,374.2,340.2,271.8,169,105.6,399.8,407.4,372.4,300.5,191.8,,122.6,409.3,414.4,380.2,310.3,200.5,129.4,3.3,4.3,3
47,0.6,1.3,0.2,0.6,0.3,0.2,1,1.5,1.3,1.4,1.4,1.1,2.1,2.4,2.3,3.1,2.9,2.3,3.5,3.5,3.8,5.2,5.1,4.2,5.3,5.4,6.4,8.4,8.5,6.9,2.5,7.8,7.8,4,9.8,13.1,13.4,2.8,11.6,11.3,12.4,16,21.4,24.2,31,355.8,365.2,333.7,268.4,167.8,105.1,397.6,405.2,370.2,299.1,191,,122.1,407.3,411.9,378.2,309,199.5,128.8,3.1,4.3,2.8
48,0.7,1.3,0.2,0.6,0.3,0.2,1,1.5,1.2,1.3,1.3,1,2,2.3,2.3,2.9,2.8,2.2,3.3,3.4,3.8,5,4.9,4,5.2,5.1,6.1,8,8.1,6.6,2.4,7.4,7.5,3.4,9.2,12.4,12.6,2.9,10.8,10.7,11.4,14.8,19.7,21.4,24.1,338.7,350.4,325.1,263.9,166,104.3,395.5,403.4,368.4,297.9,190.4,,121.5,404.9,409.9,376.3,307,198.5,128.2,3.2,4.2,2.7
49,0.7,1.2,0.2,0.5,0.3,0.2,1,1.5,1.2,1.1,1.2,1,2,2.2,2.2,2.7,2.8,2.1,3.3,3.3,3.7,4.7,4.8,2.9,5,5,5.7,7.6,7.7,6.3,2.3,7.2,7.3,3.3,8.7,11.7,12,2.5,10.1,10.2,10.7,13.8,18.4,19.6,20.1,303.9,325.3,312.4,258.9,164.4,103.5,393.2,401.1,366,296.8,189.6,,121.1,402.7,407.8,374,305.4,197.9,127.7,3.2,3.8,2.9
50,0.7,1.3,0.2,0.5,0.3,0.2,1,1.6,1.2,1.2,1.1,0.9,1.9,2.2,2,2.6,2.8,2,3.2,3.2,3.6,4.4,4.7,1.8,4.8,4.9,5.5,7.3,7.3,6.1,2.2,6.9,6.9,3.3,8.1,11.1,11.5,2.6,9.5,9.9,10,12.9,17.2,17.9,17.5,239.6,279.4,293.5,253.8,162.9,102.8,390.9,398.6,363.9,294.5,188.7,,120.8,401,405.5,372,303.9,197.3,127.3,3,3.6,2.5
51,0.6,1.3,0.2,0.5,0.3,0.2,1,1.5,1.2,1.2,1.1,0.8,1.9,2.2,2,2.7,2.6,2,3.1,3.1,3.4,4.4,4.5,1,4.6,4.7,5.3,7.1,7.2,5.9,2.1,6.6,6.6,3.1,7.7,10.4,10.9,2.4,8.9,9.5,9.5,12,16,16.8,15.6,152.6,201.5,256.6,245.7,161.2,102.1,388.7,396.2,362.2,292.9,187.5,,120.1,398.6,403.3,370.3,302.2,196.5,126.8,2.9,3.5,2.2
52,0.7,1.2,0.1,0.5,0.3,0.2,0.9,1.5,1.2,1.2,1.1,0.8,1.9,2,2,2.7,2.5,2,3,3.1,3.3,4.3,4.4,0.1,4.5,4.5,5.1,6.8,7.1,5.7,2,6.4,6.3,3,7.4,10,10.3,2.2,8.6,9.1,9.1,11.3,15.1,15.7,14.1,85,119.8,199.3,234,159,101.2,386.4,393.9,360.1,291.5,186.2,,119.3,396.3,401.4,368.3,300.8,195.6,126.4,2.9,3.4,2.2
53,0.8,1.1,0.1,0.6,0.3,0.3,1,1.5,1.1,1.2,1,0.8,1.9,1.9,2,2.6,2.4,1.9,2.9,3.1,3.2,4.1,4.3,0.2,4.4,4.3,4.9,6.5,6.8,5.5,1.9,6.2,6.1,2.8,7,9.6,10,2.3,8.3,8.7,8.6,10.6,14.3,14.9,13.2,53.6,73.2,132.5,214.9,156.9,100.2,384.1,391.6,357.8,289.6,185.6,,118.8,394.2,399,366,299.3,194.6,125.9,2.8,3.5,2.2
54,0.8,1.2,0.2,0.6,0.2,0.3,1,1.4,1.1,1.2,0.9,0.7,1.8,1.9,1.9,2.5,2.4,1.9,2.8,3,3.1,4,4.1,0.3,4.3,4.2,4.7,6.2,6.5,5.4,1.9,6,5.9,2.7,6.7,9.3,9.7,2.4,8,8.3,8.1,9.9,13.6,14.2,12.3,38,50.4,82.1,180.8,153.6,99.1,382.1,389.4,355.1,288,185.2,,118.3,392,396.2,364.1,297.6,193.5,125.4,2.6,3.1,2.3
55,0.8,1.1,0.2,0.6,0.3,0.2,1,1.4,1.1,1.1,1,0.7,1.8,1.9,1.8,2.3,2.3,1.8,2.8,2.9,3.1,3.8,4,0.2,4.2,4,4.5,5.9,6.4,5.3,1.9,5.8,5.8,2.8,6.4,9,9.3,2,7.6,8,7.8,9.3,12.9,13.6,11.5,30.3,38.7,58.5,131.7,150.1,98,379.6,387.6,353.4,286.6,184.1,,117.9,389.9,393.9,362,295.9,192.6,125,2.5,3.2,2.4
56,,,,,0.4,0.1,0.9,1.4,1.1,1.2,1,0.7,1.7,1.9,1.6,2.2,2.2,1.8,2.8,2.8,2.9,3.6,4,0.2,4.2,3.9,4.4,5.8,6.2,5.1,1.9,5.6,5.6,2.8,6.1,8.6,9,2,7.3,7.8,7.5,8.9,12.4,13,11,25.2,31.4,44.8,86.7,145.1,96.9,377.4,385.3,352.2,285.3,182.7,,117.4,387.3,392,360,294.4,191.8,124.6,2.9,3.1,2.2
57,,,,,,,1,1.4,1.1,1.2,0.9,0.6,1.7,1.9,1.6,2.1,2.2,1.7,2.8,2.7,2.7,3.5,3.7,0.2,4.1,3.9,4.2,5.6,6,5,2,5.5,5.3,2.4,5.9,8.2,8.6,1.9,7.1,7.5,7.2,8.6,12,12.5,10.5,22,26.5,37.1,61.4,138.2,95.9,375.5,382.7,349.8,283.8,181.7,,116.8,385.7,390.1,358.3,292.9,190.8,124.1,2.8,2.9,2.2
58,,,,,,,1,1.4,1.1,1.2,0.9,0.6,1.6,1.8,1.6,2,2.2,1.6,2.7,2.7,2.7,3.5,3.5,0.3,4,3.8,4.1,5.5,5.8,4.8,1.9,5.4,5.1,2.1,5.8,7.8,8.3,1.8,6.9,7.3,7,8.3,11.5,12,10,19.7,22.8,31.3,47.9,126.6,94.4,373.3,380.6,347.9,281.8,180.7,,116.2,383.6,387.8,356.3,291.5,189.9,123.4,2.5,2.8,2.1
59,,,,,,,0.9,1.4,1,1.2,0.9,0.6,1.5,1.8,1.6,1.9,2.1,1.6,2.7,2.6,2.7,3.3,3.5,0.2,3.9,3.7,4,5.3,5.6,4.6,1.7,5.3,5,2,5.6,7.5,8.1,1.8,6.8,7.1,6.7,7.9,11,11.5,9.6,18.2,20.2,27.4,39.9,107.9,92.7,371,378.4,346.1,280.3,179.8,,115.8,381.6,385.7,354.4,289.8,189.1,122.8,2.4,2.5,2
60,,,,,,,1,1.3,1,1.1,1,0.6,1.5,1.8,1.5,1.9,1.9,1.5,2.7,2.6,2.6,3.2,3.5,0.2,3.8,3.6,3.9,5.1,5.4,4.5,1.6,5.2,4.8,2,5.5,7.2,7.9,1.9,6.6,6.9,6.5,7.7,10.5,10.9,9.3,17,18.2,24.2,34.9,82.3,90,369.1,376.2,343.8,278.9,178.8,,115.3,379.5,383.7,352.5,288.6,188.3,122.2,2.4,2.5,1.8
61,,,,,,,,,,1.1,0.9,0.6,1.4,1.8,1.5,1.9,1.9,1.5,2.6,2.5,2.5,3.1,3.3,0.2,3.6,3.5,3.8,4.9,5.3,4.4,1.5,5,4.7,1.9,5.3,6.9,7.6,2,6.4,6.7,6.3,7.4,10.1,10.7,9,16,16.7,21.9,31,58.9,87,367,374.3,342.1,277.6,178,,114.8,377.6,381.5,350.4,287.4,187.2,121.9,2.2,2.5,2
62,,,,,,,,,,,0.9,0.6,1.5,1.7,1.5,1.9,1.9,1.6,2.5,2.5,2.5,3,3.2,0.2,3.5,3.4,3.7,4.7,5.2,4.3,1.4,4.9,4.6,1.9,5.1,6.8,7.3,1.8,6.3,6.6,6.2,7.1,9.7,10.5,8.7,15.2,15.5,20.1,28,44,82.5,364.9,372.3,340.2,276.2,177.1,,114.1,375.5,379.6,348.7,285.6,186.1,121.7,2.2,2.5,1.9
63,,,,,,,,,,,,0.6,1.5,1.7,1.4,1.9,1.8,1.5,2.5,2.4,2.5,2.9,3.1,0.3,3.4,3.3,3.5,4.6,5,4.2,1.4,4.8,4.5,1.6,4.9,6.6,7.2,1.8,6.1,6.4,6,6.9,9.4,10.1,8.5,14.5,14.4,18.6,25.7,35.7,75.3,363.1,370.1,338,274.5,176.4,,113.6,373.6,377.4,346.8,284.2,185.5,121.2,2.1,2.4,1.8
64,,,,,,,,,,,,,1.5,1.7,1.3,1.8,1.7,1.4,2.5,2.3,2.4,2.8,3.1,0.3,3.4,3.2,3.3,4.5,4.8,4.1,1.4,4.7,4.4,1.7,4.8,6.4,7,1.9,5.9,6.2,5.9,6.6,9.1,9.8,8.3,13.9,13.6,17.3,23.8,30.8,64.4,360.9,367.8,336.5,273,175.6,,113,371.4,375,344.9,283.1,185,120.7,2,2.2,1.8
65,,,,,,,,,,,,,1.5,1.6,1.4,1.7,1.7,1.3,2.3,2.2,2.3,2.8,3,0.3,3.4,3.2,3.3,4.4,4.7,4,1.3,4.6,4.4,1.7,4.7,6.2,6.8,1.8,5.8,6.1,5.7,6.4,8.7,9.5,8.1,13.3,12.9,16.2,22.2,27.6,50.7,358.7,365.7,334.5,271.4,174.6,,112.4,369.4,372.9,343.1,282,184.2,120,1.9,2.1,1.7
66,,,,,,,,,,,,,,,,1.6,1.7,1.3,2.2,2.2,2.3,2.7,2.9,0.3,3.3,3.2,3.3,4.2,4.5,3.9,1.3,4.4,4.3,1.5,4.6,6,6.6,1.8,5.7,5.9,5.6,6.2,8.4,9.3,7.9,12.8,12.4,15.2,21.1,25,38.1,356.6,362.9,332.2,269.8,173.6,,111.9,367.4,371.2,341.4,279.8,183.2,119.3,1.8,2.1,1.6
67,,,,,,,,,,,,,,,,,1.7,1.3,2.2,2.2,2.3,2.6,2.9,0.3,3.2,3.2,3.2,4.1,4.4,3.9,1,4.4,4.3,1.4,4.4,5.8,6.4,1.7,5.6,5.8,5.4,6,8.2,8.9,7.6,12.5,11.9,14.4,19.9,23.2,29.7,354.9,360.8,330.6,268.4,172.6,,111.4,365.3,369.2,339.5,278.6,182.3,118.9,1.7,2.1,1.4
